sample,time,s1_ax,s1_ay,s1_az,s1_gx,s1_gy,s1_gz,s2_ax,s2_ay,s2_az,s2_gx,s2_gy,s2_gz,time_sec,dt,lower_vertical_g,lower_anterior_g,upper_vertical_g,upper_anterior_g,lower_flexion_rate_dps,upper_flexion_rate_dps,lower_acc_angle_deg,upper_acc_angle_deg,lower_angle_deg,upper_angle_deg,knee_angle_raw_deg,knee_angle_deg,knee_angle_smooth_deg,lower_acc_norm_g,upper_acc_norm_g,lower_gyro_norm_dps,upper_gyro_norm_dps,motion_intensity,motion_intensity_smooth,lower_acc_norm_smooth,jerk,abs_jerk_smooth
11,1779654295.770967,-0.93115234375,0.244873046875,-0.159912109375,-10.80916030534351,0.5954198473282443,-4.488549618320611,-0.0263671875,-1.0048828125,0.102783203125,0.4503816793893129,-8.290076335877863,-0.366412213740458,0.11098027229309082,0.011071920394897461,0.93115234375,-0.159912109375,1.0048828125,0.102783203125,0.5954198473282443,-0.4503816793893129,-9.7446730564979,5.840118500032774,-11.568175992184795,4.645166152245083,-16.213342144429877,-0.3853238907730443,-0.376584405682609,0.9760017310854147,1.0104697334800312,11.719195747888687,8.310383097197738,21.40829894087109,15.359630827871444,0.9699566543664292,0.2725139524118205,0.09941188255195546
12,1779654295.782022,-0.922607421875,0.2275390625,-0.16455078125,-11.595419847328245,0.8854961832061069,-4.526717557251908,-0.012451171875,-1.019775390625,0.108642578125,-0.1526717557251908,-7.1679389312977095,-0.6106870229007634,0.12203526496887207,0.01105499267578125,0.922607421875,-0.16455078125,1.019775390625,0.108642578125,0.8854961832061069,0.1526717557251908,-10.112601873663579,6.0811137998879685,-11.52947113907099,4.6755391346364545,-16.205010273707444,-0.3769920200506114,-0.3674054203191216,0.9643938196982592,1.0256218059241324,12.479144071987431,7.195526098052106,22.123789619074465,15.216960033420028,0.9735862517341048,0.14407725379841452,0.09255666288909387
13,1779654295.7930794,-0.945556640625,0.216552734375,-0.163818359375,-8.053435114503817,0.8015267175572519,-4.450381679389313,-0.00146484375,-1.005615234375,0.1015625,-0.2519083969465648,-5.786259541984733,-0.5954198473282443,0.13309264183044434,0.011057376861572266,0.945556640625,-0.163818359375,1.005615234375,0.1015625,0.8015267175572519,0.2519083969465648,-9.828968015352629,5.7670543738511,-11.486775549275587,4.700099176578788,-16.186874725854373,-0.3588564721975409,-0.3560203717221893,0.9837727899589627,1.0107319559510068,9.23613335301766,5.822266064193043,16.13676605689247,15.03457152553815,0.9731416652021715,-0.061239703497406595,0.08904740608863193
14,1779654295.8041658,-0.939697265625,0.218505859375,-0.170166015625,-6.603053435114504,0.6335877862595419,-4.030534351145038,-0.0283203125,-1.00390625,0.08984375,-0.3129770992366412,-4.534351145038168,-0.732824427480916,0.144179105758667,0.011086463928222656,0.939697265625,-0.170166015625,1.00390625,0.08984375,0.6335877862595419,0.3129770992366412,-10.264232541813419,5.1140138313951375,-11.45544092595137,4.7117778828097405,-16.16721880876111,-0.33920055510427716,-0.3425245059992868,0.9796592440629531,1.0083162689866818,7.761891219647108,4.603838247882766,13.51201046447902,14.988302309352516,0.9722289443348192,-0.1230506078323188,0.09288764079677207
15,1779654295.815243,-0.935546875,0.2294921875,-0.1806640625,-5.916030534351145,0.6946564885496184,-4.236641221374046,-0.02099609375,-1.0,0.095458984375,-0.4885496183206106,-4.038167938931298,-0.6183206106870229,0.1552562713623047,0.011077165603637695,0.935546875,-0.1806640625,1.0,0.095458984375,0.6946564885496184,0.4885496183206106,-10.929885641013835,5.452874022679978,-11.43738889179054,4.731903315734322,-16.16929220752486,-0.34127395386802917,-0.32582259730664137,0.9800786309908021,1.004765272912368,7.309657567841667,4.114340944814154,12.411464189518457,14.895947039203156,0.9704151741122583,-0.05842539890961973,0.10188200012112106
16,1779654295.8263066,-0.91748046875,0.227783203125,-0.1650390625,-5.748091603053435,1.1145038167938932,-4.076335877862595,-0.023681640625,-0.993896484375,0.09326171875,-0.3969465648854962,-3.885496183206107,-0.4809160305343511,0.1663198471069336,0.011063575744628906,0.91748046875,-0.1650390625,0.993896484375,0.09326171875,1.1145038167938932,0.3969465648854962,-10.197475726309982,5.360620836225748,-11.400506839034048,4.748781481563588,-16.149288320597634,-0.3212700669408015,-0.306245983618374,0.959631955655127,0.9985433340320691,7.134366827118674,3.9352163083506015,12.742571547981433,14.720486933462578,0.9709325020360415,-0.03483921466050077,0.10964613879099924
17,1779654295.8373902,-0.917236328125,0.23583984375,-0.169189453125,-5.488549618320611,1.1984732824427482,-3.992366412213741,-0.020751953125,-0.989501953125,0.082763671875,-0.3282442748091603,-4.122137404580153,-0.3129770992366412,0.17740345001220703,0.011083602905273438,0.917236328125,-0.169189453125,0.989501953125,0.082763671875,1.1984732824427482,0.3282442748091603,-10.451060183795853,4.781190167823117,-11.368500172013212,4.752995021902734,-16.121495193915948,-0.2934769402591151,-0.2862586371260021,0.9620644388922156,0.9931739949167641,6.891988442450323,4.147012870830084,12.82946396092122,14.484820028254196,0.9696403124594539,-0.07993500466764658,0.11064892201404414
18,1779654295.8484523,-0.914794921875,0.244140625,-0.177490234375,-5.877862595419847,1.2213740458015268,-3.633587786259542,-0.01806640625,-0.998046875,0.076904296875,-0.3053435114503817,-4.717557251908397,-0.0839694656488549,0.18846559524536133,0.011062145233154297,0.914794921875,-0.177490234375,0.998046875,0.076904296875,1.2213740458015268,0.3053435114503817,-10.980210119351955,4.406207748498954,-11.347493574222899,4.749369475618931,-16.09686304984183,-0.2688447961849967,-0.263321416026702,0.9633053395274888,1.0011684326874744,7.017405749338415,4.728174273033906,13.260103748771746,14.181700031240965,0.9691607102006561,-0.1072342572767937,0.10135541915139092
19,1779654295.8595076,-0.916259765625,0.24560546875,-0.19287109375,-6.625954198473282,1.3435114503816794,-3.717557251908397,-0.043701171875,-0.997802734375,0.072265625,-0.5343511450381679,-5.595419847328245,-0.1526717557251908,0.19952082633972168,0.011055231094360352,0.916259765625,-0.19287109375,0.997802734375,0.072265625,1.3435114503816794,0.5343511450381679,-11.887119216269998,4.142400491123422,-11.34373031409319,4.7430193238150755,-16.086749637908266,-0.2587313842514334,-0.23918436251594066,0.9680151151647418,1.0013702660385497,7.715473023657663,5.622949677800314,14.672628736410292,13.810763557696287,0.9672694550964185,-0.054013209562960185,0.08922003942493385
20,1779654295.870556,-0.925048828125,0.241455078125,-0.18994140625,-7.274809160305343,1.4351145038167938,-3.66412213740458,-0.032470703125,-1.01416015625,0.071044921875,-0.5572519083969466,-6.206106870229007,0.1908396946564885,0.2105693817138672,0.011048555374145508,0.925048828125,-0.18994140625,1.01416015625,0.071044921875,1.4351145038167938,0.5572519083969466,-11.60333728803806,4.007192575164696,-11.3333836303497,4.734336480837994,-16.067720111187697,-0.23970185753086426,-0.21405156117923324,0.9747274629228486,1.0171639740035434,8.270924555075217,6.233996468010894,16.202381466313902,13.335932766188396,0.9679652513007717,0.07413143650807541,0.08107080768235449
21,1779654295.8815904,-0.9267578125,0.235107421875,-0.197509765625,-9.740458015267176,1.4961832061068705,-3.7786259541984735,-0.0185546875,-0.999755859375,0.0673828125,-0.7709923664122137,-6.061068702290076,0.4122137404580153,0.2216036319732666,0.011034250259399414,0.9267578125,-0.197509765625,0.999755859375,0.0673828125,1.4961832061068705,0.7709923664122137,-12.030832784559717,3.855861995291688,-11.33115353870241,4.725104167391765,-16.056257706094176,-0.228239452437343,-0.1881279494381668,0.9763020282513689,1.0021958382488312,10.554292995514249,6.123798103364333,17.713843498777074,12.76506016082123,0.968906166253341,0.10202989214561597,0.07808017202606835
22,1779654295.8926437,-0.921630859375,0.22265625,-0.189208984375,-7.564885496183206,1.3587786259541983,-3.50381679389313,-0.0126953125,-1.001708984375,0.063720703125,-0.6793893129770993,-5.343511450381679,0.1068702290076335,0.23265695571899414,0.011053323745727539,0.921630859375,-0.189208984375,1.001708984375,0.063720703125,1.3587786259541983,0.6793893129770993,-11.601511532012758,3.639794451680716,-11.321842058918199,4.710757292902753,-16.032599351820952,-0.20458109816411962,-0.1620989906292177,0.9668398452611386,1.0038139211745427,8.446922756239728,5.38758811573377,15.31347390850966,12.156315376112083,0.970219483901451,0.14616658566887963,0.0707735058844501
23,1779654295.9037144,-0.924072265625,0.206298828125,-0.183837890625,-6.862595419847328,1.16793893129771,-3.312977099236641,0.0146484375,-0.9951171875,0.044189453125,-0.6717557251908397,-4.358778625954199,0.1450381679389313,0.2437276840209961,0.011070728302001953,0.924072265625,-0.183837890625,0.9951171875,0.044189453125,1.16793893129771,0.6717557251908397,-11.25169915784545,2.5426220635013914,-11.30776786500665,4.6746826769312495,-15.982450541937899,-0.15443228828106648,-0.1355267408090165,0.9645025290855999,0.9962055517545504,7.709417260974839,4.412623135342619,13.693717162711451,11.492055708848639,0.9721409161827795,0.13517936358621796,0.07105162148582593
24,1779654295.9147832,-0.928955078125,0.2099609375,-0.1767578125,-5.908396946564886,0.9083969465648856,-3.2442748091603053,0.001220703125,-1.00341796875,0.058837890625,-0.5267175572519084,-3.633587786259542,0.1450381679389313,0.25479650497436523,0.01106882095336914,0.928955078125,-0.1767578125,1.00341796875,0.058837890625,0.9083969465648856,0.5267175572519084,-10.773226353199256,3.35583686509382,-11.287223249277512,4.654019300182035,-15.941242549459545,-0.11322429580271276,-0.10993547898404862,0.9686508435602009,1.0051422822166496,6.801445326403631,3.674428888375854,11.935531761037433,10.866097321683094,0.9732124404766294,0.05846313790988944,0.07325945314995673
25,1779654295.925809,-0.93115234375,0.216064453125,-0.178955078125,-5.0458015267175576,0.4274809160305343,-2.816793893129771,0.004150390625,-1.029296875,0.050048828125,-0.2442748091603053,-2.49618320610687,0.4122137404580153,0.265822172164917,0.011025667190551758,0.93115234375,-0.178955078125,1.029296875,0.050048828125,0.4274809160305343,0.2442748091603053,-10.878840717623117,2.783773977949201,-11.274436601580167,4.619253820631239,-15.893690422211407,-0.06567216855457403,-0.08616205468427947,0.9724985630642589,1.0305213087674565,5.794582022628441,2.5417554856167155,10.657247336373063,10.172157567806835,0.9734359320858058,0.06903226883470381,0.07052143182043172
26,1779654295.9368737,-0.94189453125,0.2099609375,-0.178955078125,-4.099236641221374,0.0839694656488549,-2.450381679389313,0.004150390625,-1.00390625,0.05419921875,0.0534351145038167,-1.3893129770992367,0.5114503816793893,0.2768869400024414,0.011064767837524414,0.94189453125,-0.178955078125,1.00390625,0.05419921875,0.0839694656488549,-0.0534351145038167,-10.75768041383706,3.0903031254078543,-11.263190957235315,4.588095384533143,-15.851286341768457,-0.023268088111624508,-0.06441001339216766,0.9814651411340399,1.0053768148532733,4.776521986401825,1.4814274712986706,7.214416406469832,9.739017185217415,0.9747412133507546,0.0904832565149647,0.064962682825031
27,1779654295.9479003,-0.938720703125,0.220458984375,-0.18701171875,-3.2977099236641223,-0.2900763358778626,-2.106870229007633,0.009521484375,-1.00537109375,0.05908203125,0.183206106870229,-0.3740458015267175,0.5648854961832062,0.28791356086730957,0.011026620864868164,0.938720703125,-0.18701171875,1.00537109375,0.05908203125,-0.2900763358778626,-0.183206106870229,-11.266941301422206,3.3631981774116277,-11.266400554661095,4.561617698995739,-15.828018253656833,0.0,-0.04279058535841228,0.9822281329797982,1.0071506248964952,3.924020538063968,0.7018335721753822,5.622753786907232,9.401524885080658,0.9754369261313519,0.021838777659723974,0.0659481606382864
28,1779654295.9589384,-0.93603515625,0.220947265625,-0.1767578125,-2.351145038167939,-0.6641221374045801,-0.0687022900763358,0.001220703125,-1.004150390625,0.0595703125,0.2213740458015267,0.7480916030534351,0.7022900763358778,0.2989516258239746,0.011038064956665039,0.93603515625,-0.1767578125,1.004150390625,0.0595703125,-0.6641221374045801,-0.2213740458015267,-10.693624847756906,3.3950411824439857,-11.262129051349005,4.535891498389372,-15.798020549738377,0.029997703918455798,-0.022699304312233555,0.9778664695156039,1.005916556797733,2.4441074461967256,1.0496946537129013,4.615805591194795,9.13318865047853,0.9752221343731728,-0.016380168653114424,0.06293831103416589
29,1779654295.969979,-0.932373046875,0.220458984375,-0.18603515625,-1.4122137404580153,-0.7709923664122137,-1.5648854961832062,0.013916015625,-0.998291015625,0.056396484375,0.366412213740458,1.83206106870229,0.9923664122137404,0.30999231338500977,0.011040687561035156,0.932373046875,-0.18603515625,0.998291015625,0.056396484375,-0.7709923664122137,-0.366412213740458,-11.283963698258143,3.2333753860118475,-11.270907784400098,4.5058766422267755,-15.776784426626874,0.051233827029959045,-0.0051223039072523825,0.9759768141157809,0.9999795852007825,2.244469535094848,2.1155369923314344,5.32175055476375,8.905209709413196,0.9750752885934686,-0.013450615708045177,0.05931692378685274
30,1779654295.981043,-0.925537109375,0.214599609375,-0.1923828125,-0.6793893129770993,-1.0229007633587786,-1.1603053435114503,0.000732421875,-0.990478515625,0.058837890625,0.4122137404580153,2.7709923664122136,0.7709923664122137,0.3210563659667969,0.01106405258178711,0.925537109375,-0.1923828125,0.990478515625,0.058837890625,-1.0229007633587786,-0.4122137404580153,-11.742334290933657,3.3995748221546256,-11.291427393805886,4.479281066415958,-15.770708460221844,0.057309793434988876,0.010540804647081951,0.9693725185497799,0.9922248352715758,1.6894390490481423,2.9056407368432615,6.131185633037176,8.705614226926725,0.9749248049820988,-0.06259713293025726,0.05426802753570996
31,1779654295.9920862,-0.925537109375,0.2177734375,-0.177001953125,0.0534351145038167,-1.3435114503816794,-1.2748091603053435,-0.010986328125,-1.002685546875,0.071533203125,0.2366412213740458,3.3206106870229006,0.916030534351145,0.33209943771362305,0.011043071746826172,0.925537109375,-0.177001953125,1.002685546875,0.071533203125,-1.3435114503816794,-0.2366412213740458,-10.826656364169729,4.080659625801206,-11.296671736685626,4.468747656537491,-15.765419393223116,0.06259886043371665,0.021530647814762223,0.9671473012529487,1.0052939890733508,1.8528401776643162,3.452762132306213,6.831469822786613,8.538247190521933,0.9736934999979309,-0.06795668962246282,0.04651643765605608
