sample,time,s1_ax,s1_ay,s1_az,s1_gx,s1_gy,s1_gz,s2_ax,s2_ay,s2_az,s2_gx,s2_gy,s2_gz
1,1780506335.2929296,-0.937255859375,0.082275390625,-0.248046875,-3.6564885496183206,0.20610687022900764,-2.519083969465649,0.994873046875,-0.290771484375,-0.080810546875,0.1984732824427481,-1.0305343511450382,0.8473282442748091
2,1780506335.3043516,-0.94677734375,0.099853515625,-0.25390625,-4.061068702290076,0.2366412213740458,-2.519083969465649,0.994384765625,-0.286865234375,-0.06494140625,-0.04580152671755725,-1.3511450381679388,0.5725190839694656
3,1780506335.3154347,-0.9423828125,0.0859375,-0.252197265625,-3.7099236641221376,0.06870229007633588,-2.519083969465649,0.991943359375,-0.27783203125,-0.09130859375,-0.22137404580152673,-1.450381679389313,0.7099236641221374
4,1780506335.3264918,-0.93798828125,0.088134765625,-0.27587890625,-3.687022900763359,0.22137404580152673,-2.450381679389313,0.991455078125,-0.275146484375,-0.10498046875,-0.1450381679389313,-1.3129770992366412,0.8702290076335878
5,1780506335.3375926,-0.9384765625,0.08837890625,-0.258056640625,-3.801526717557252,0.07633587786259542,-2.50381679389313,1.00048828125,-0.28173828125,-0.08154296875,-0.25190839694656486,-1.0381679389312977,0.816793893129771
6,1780506335.3486826,-0.950439453125,0.09326171875,-0.2646484375,-3.6412213740458017,-0.0916030534351145,-2.3969465648854964,0.9970703125,-0.289306640625,-0.08056640625,-0.24427480916030533,-1.2213740458015268,0.6946564885496184
7,1780506335.359768,-0.94189453125,0.0859375,-0.251953125,-3.5114503816793894,-0.08396946564885496,-2.595419847328244,0.9921875,-0.286865234375,-0.0771484375,-0.06870229007633588,-0.816793893129771,0.40458015267175573
8,1780506335.3708415,-0.9501953125,0.08154296875,-0.2548828125,-3.3740458015267176,-0.4351145038167939,-2.50381679389313,0.99658203125,-0.28857421875,-0.088134765625,-0.22900763358778625,-1.0076335877862594,0.8015267175572519
9,1780506335.3818872,-0.942626953125,0.091796875,-0.257080078125,-3.312977099236641,-0.37404580152671757,-2.6412213740458017,0.99755859375,-0.28125,-0.067626953125,-0.48854961832061067,-0.9694656488549618,0.5572519083969466
10,1780506335.3929532,-0.941650390625,0.09326171875,-0.255859375,-3.1908396946564888,-0.25190839694656486,-2.633587786259542,0.9951171875,-0.290771484375,-0.073486328125,-0.3511450381679389,-0.8473282442748091,0.6183206106870229
